""	"bwnet_20$colors"
"Zm00001eb148330"	"purple"
"Zm00001eb165190"	"yellow"
"Zm00001eb288820"	"turquoise"
"Zm00001eb319540"	"orange"
"Zm00001eb357080"	"brown"
"Zm00001eb378140"	"purple"
"Zm00001eb003920"	"royalblue"
"Zm00001eb020390"	"lightyellow"
"Zm00001eb033930"	"brown"
"Zm00001eb069610"	"pink"
"Zm00001eb116430"	"mediumpurple3"
"Zm00001eb153040"	"yellow"
"Zm00001eb197360"	"blue"
"Zm00001eb226280"	"tan"
"Zm00001eb251080"	"turquoise"
"Zm00001eb291690"	"darkorange"
"Zm00001eb323340"	"salmon"
"Zm00001eb323630"	"lightgreen"
"Zm00001eb326240"	"turquoise"
"Zm00001eb326550"	"brown"
"Zm00001eb354060"	"salmon"
"Zm00001eb361600"	"yellow"
"Zm00001eb363910"	"tan"
"Zm00001eb366900"	"lightyellow"
"Zm00001eb369550"	"lightcyan"
"Zm00001eb418130"	"brown"
"Zm00001eb423150"	"turquoise"
"Zm00001eb017290"	"purple"
"Zm00001eb033800"	"red"
"Zm00001eb034780"	"black"
"Zm00001eb090500"	"black"
"Zm00001eb093780"	"midnightblue"
"Zm00001eb101910"	"turquoise"
"Zm00001eb117790"	"turquoise"
"Zm00001eb131480"	"blue"
"Zm00001eb191410"	"turquoise"
"Zm00001eb191610"	"mediumpurple3"
"Zm00001eb191630"	"brown"
"Zm00001eb199080"	"brown"
"Zm00001eb223530"	"turquoise"
"Zm00001eb302790"	"pink"
"Zm00001eb314360"	"magenta"
"Zm00001eb318360"	"turquoise"
"Zm00001eb340920"	"turquoise"
"Zm00001eb397160"	"brown"
"Zm00001eb431260"	"turquoise"
"Zm00001eb095060"	"darkred"
"Zm00001eb144620"	"royalblue"
"Zm00001eb178760"	"turquoise"
"Zm00001eb185110"	"brown"
"Zm00001eb234230"	"lightpink4"
"Zm00001eb292950"	"white"
"Zm00001eb383080"	"brown"
"Zm00001eb385400"	"turquoise"
"Zm00001eb399490"	"pink"
"Zm00001eb404810"	"red"
"Zm00001eb422780"	"sienna3"
"Zm00001eb092660"	"royalblue"
"Zm00001eb100650"	"turquoise"
"Zm00001eb105110"	"turquoise"
"Zm00001eb158680"	"black"
"Zm00001eb183160"	"magenta"
"Zm00001eb288950"	"yellow"
"Zm00001eb323860"	"floralwhite"
"Zm00001eb339410"	"blue"
"Zm00001eb370570"	"turquoise"
"Zm00001eb392990"	"plum2"
"Zm00001eb405220"	"magenta"
"Zm00001eb423180"	"red"
"Zm00001eb424220"	"turquoise"
"Zm00001eb427010"	"blue"
"Zm00001eb427700"	"tan"
"Zm00001eb434040"	"turquoise"
"Zm00001eb099830"	"turquoise"
"Zm00001eb108190"	"turquoise"
"Zm00001eb146920"	"blue"
"Zm00001eb153260"	"cyan"
"Zm00001eb179930"	"turquoise"
"Zm00001eb179970"	"purple"
"Zm00001eb199750"	"black"
"Zm00001eb223660"	"brown"
"Zm00001eb277160"	"brown"
"Zm00001eb353770"	"turquoise"
"Zm00001eb363210"	"black"
"Zm00001eb378050"	"midnightblue"
"Zm00001eb398040"	"brown"
"Zm00001eb000140"	"magenta"
"Zm00001eb012320"	"turquoise"
"Zm00001eb058360"	"purple"
"Zm00001eb173810"	"turquoise"
"Zm00001eb226670"	"darkolivegreen"
"Zm00001eb263960"	"violet"
"Zm00001eb279250"	"red"
"Zm00001eb281410"	"cyan"
"Zm00001eb282220"	"purple"
"Zm00001eb331940"	"black"
"Zm00001eb409970"	"greenyellow"
"Zm00001eb420790"	"turquoise"
"Zm00001eb026800"	"magenta"
"Zm00001eb073290"	"turquoise"
"Zm00001eb082360"	"turquoise"
"Zm00001eb139560"	"magenta"
"Zm00001eb143580"	"brown"
"Zm00001eb181080"	"yellow"
"Zm00001eb219530"	"pink"
"Zm00001eb235950"	"green"
"Zm00001eb299040"	"turquoise"
"Zm00001eb334670"	"turquoise"
"Zm00001eb339420"	"purple"
"Zm00001eb359460"	"turquoise"
"Zm00001eb423960"	"salmon"
"Zm00001eb428240"	"green"
"Zm00001eb006670"	"red"
"Zm00001eb027330"	"turquoise"
"Zm00001eb039280"	"darkgrey"
"Zm00001eb084470"	"brown"
"Zm00001eb091370"	"pink"
"Zm00001eb179460"	"blue"
"Zm00001eb181320"	"brown"
"Zm00001eb211950"	"turquoise"
"Zm00001eb288970"	"cyan"
"Zm00001eb312400"	"black"
"Zm00001eb350680"	"purple"
"Zm00001eb371230"	"midnightblue"
"Zm00001eb413360"	"turquoise"
"Zm00001eb413480"	"turquoise"
"Zm00001eb417770"	"salmon4"
"Zm00001eb023350"	"violet"
"Zm00001eb035130"	"turquoise"
"Zm00001eb047230"	"brown"
"Zm00001eb112510"	"purple"
"Zm00001eb133020"	"turquoise"
"Zm00001eb224820"	"grey60"
"Zm00001eb333410"	"grey60"
"Zm00001eb339510"	"purple"
"Zm00001eb363800"	"yellow"
"Zm00001eb385520"	"brown"
"Zm00001eb020980"	"pink"
"Zm00001eb046630"	"purple"
"Zm00001eb051620"	"turquoise"
"Zm00001eb121560"	"brown"
"Zm00001eb138720"	"pink"
"Zm00001eb178130"	"tan"
"Zm00001eb212290"	"turquoise"
"Zm00001eb246980"	"turquoise"
"Zm00001eb250400"	"yellow"
"Zm00001eb283940"	"turquoise"
"Zm00001eb284020"	"purple"
"Zm00001eb326990"	"tan"
"Zm00001eb412570"	"turquoise"
"Zm00001eb427840"	"turquoise"
"Zm00001eb039330"	"turquoise"
"Zm00001eb093450"	"yellow"
"Zm00001eb121860"	"yellow"
"Zm00001eb158150"	"lightcyan1"
"Zm00001eb202480"	"tan"
"Zm00001eb219540"	"cyan"
"Zm00001eb290480"	"blue"
"Zm00001eb426750"	"royalblue"
"Zm00001eb004670"	"yellowgreen"
"Zm00001eb079960"	"turquoise"
"Zm00001eb236330"	"black"
"Zm00001eb247900"	"turquoise"
"Zm00001eb255810"	"ivory"
"Zm00001eb270640"	"black"
"Zm00001eb277780"	"darkorange"
"Zm00001eb300240"	"tan"
"Zm00001eb316170"	"turquoise"
"Zm00001eb316860"	"blue"
"Zm00001eb432560"	"royalblue"
"Zm00001eb022880"	"blue"
"Zm00001eb082480"	"salmon"
"Zm00001eb101810"	"sienna3"
"Zm00001eb182650"	"lightgreen"
"Zm00001eb184940"	"red"
"Zm00001eb205720"	"yellow"
"Zm00001eb231960"	"blue"
"Zm00001eb289910"	"pink"
"Zm00001eb315860"	"plum1"
"Zm00001eb395660"	"green"
"Zm00001eb059760"	"brown"
"Zm00001eb075550"	"purple"
"Zm00001eb116640"	"brown"
"Zm00001eb188880"	"greenyellow"
"Zm00001eb211750"	"red"
"Zm00001eb237520"	"brown"
"Zm00001eb252360"	"tan"
"Zm00001eb275650"	"yellow"
"Zm00001eb301710"	"brown"
"Zm00001eb311160"	"grey60"
"Zm00001eb342470"	"blue"
"Zm00001eb417070"	"turquoise"
"Zm00001eb013820"	"green"
"Zm00001eb017450"	"blue"
"Zm00001eb040800"	"brown"
"Zm00001eb051000"	"salmon"
"Zm00001eb092580"	"blue"
"Zm00001eb101850"	"blue"
"Zm00001eb104140"	"green"
"Zm00001eb105360"	"brown"
"Zm00001eb139490"	"brown"
"Zm00001eb171500"	"blue"
"Zm00001eb172030"	"pink"
"Zm00001eb201810"	"yellow"
"Zm00001eb287810"	"lightgreen"
"Zm00001eb293910"	"brown"
"Zm00001eb342670"	"brown"
"Zm00001eb353530"	"brown"
"Zm00001eb361320"	"black"
"Zm00001eb426370"	"blue"
"Zm00001eb012850"	"yellow"
"Zm00001eb085460"	"red"
"Zm00001eb090520"	"yellow"
"Zm00001eb114580"	"brown"
"Zm00001eb229750"	"tan"
"Zm00001eb310670"	"purple"
"Zm00001eb339840"	"brown"
"Zm00001eb360140"	"purple"
"Zm00001eb363300"	"purple"
"Zm00001eb386540"	"red"
"Zm00001eb418680"	"black"
"Zm00001eb418770"	"yellow"
"Zm00001eb041620"	"darkolivegreen"
"Zm00001eb066490"	"darkred"
"Zm00001eb119290"	"magenta"
"Zm00001eb154190"	"darkmagenta"
"Zm00001eb170600"	"plum2"
"Zm00001eb244980"	"paleturquoise"
"Zm00001eb248470"	"purple"
"Zm00001eb273450"	"turquoise"
"Zm00001eb308890"	"brown"
"Zm00001eb378350"	"red"
"Zm00001eb388100"	"brown"
"Zm00001eb394710"	"blue"
"Zm00001eb407730"	"magenta"
"Zm00001eb417750"	"green"
"Zm00001eb422810"	"black"
"Zm00001eb425900"	"brown"
"Zm00001eb427500"	"cyan"
"Zm00001eb001690"	"darkolivegreen"
"Zm00001eb016340"	"turquoise"
"Zm00001eb106620"	"black"
"Zm00001eb138700"	"pink"
"Zm00001eb160280"	"brown"
"Zm00001eb238510"	"turquoise"
"Zm00001eb262840"	"black"
"Zm00001eb277740"	"turquoise"
"Zm00001eb325390"	"blue"
"Zm00001eb336290"	"purple"
"Zm00001eb354300"	"brown"
"Zm00001eb382950"	"pink"
"Zm00001eb413170"	"brown"
"Zm00001eb413590"	"yellow"
"Zm00001eb423950"	"blue"
"Zm00001eb006090"	"tan"
"Zm00001eb057850"	"turquoise"
"Zm00001eb079950"	"brown"
"Zm00001eb091110"	"red"
"Zm00001eb095870"	"green"
"Zm00001eb111080"	"tan"
"Zm00001eb263630"	"lightpink4"
"Zm00001eb274260"	"salmon"
"Zm00001eb324410"	"blue"
"Zm00001eb344930"	"tan"
"Zm00001eb361880"	"brown"
"Zm00001eb407940"	"brown"
"Zm00001eb412390"	"midnightblue"
"Zm00001eb005830"	"black"
"Zm00001eb020140"	"lightgreen"
"Zm00001eb021360"	"magenta"
"Zm00001eb026180"	"greenyellow"
"Zm00001eb032460"	"red"
"Zm00001eb034570"	"turquoise"
"Zm00001eb068310"	"red"
"Zm00001eb069530"	"purple"
"Zm00001eb072350"	"purple"
"Zm00001eb103520"	"red"
"Zm00001eb111110"	"turquoise"
"Zm00001eb136210"	"turquoise"
"Zm00001eb201930"	"black"
"Zm00001eb250860"	"turquoise"
"Zm00001eb282550"	"greenyellow"
"Zm00001eb377240"	"turquoise"
"Zm00001eb427550"	"black"
"Zm00001eb019600"	"darkturquoise"
"Zm00001eb026970"	"sienna3"
"Zm00001eb184840"	"blue"
"Zm00001eb274060"	"turquoise"
"Zm00001eb286410"	"purple"
"Zm00001eb297000"	"cyan"
"Zm00001eb323060"	"blue"
"Zm00001eb350170"	"greenyellow"
"Zm00001eb357810"	"brown"
"Zm00001eb369400"	"lightyellow"
"Zm00001eb382890"	"tan"
"Zm00001eb416920"	"pink"
"Zm00001eb418540"	"cyan"
"Zm00001eb046060"	"blue"
"Zm00001eb179210"	"cyan"
"Zm00001eb180720"	"blue"
"Zm00001eb211940"	"black"
"Zm00001eb226420"	"lightsteelblue1"
"Zm00001eb240590"	"skyblue3"
"Zm00001eb309440"	"yellow"
"Zm00001eb312150"	"turquoise"
"Zm00001eb314900"	"purple"
"Zm00001eb331680"	"turquoise"
"Zm00001eb380480"	"blue"
"Zm00001eb389470"	"plum2"
"Zm00001eb400250"	"brown"
"Zm00001eb422230"	"brown"
"Zm00001eb030900"	"turquoise"
"Zm00001eb142600"	"yellow"
"Zm00001eb171490"	"yellow"
"Zm00001eb186630"	"mediumpurple3"
"Zm00001eb200480"	"green"
"Zm00001eb234720"	"tan"
"Zm00001eb240490"	"lightcyan1"
"Zm00001eb259100"	"brown"
"Zm00001eb264950"	"turquoise"
"Zm00001eb273180"	"turquoise"
"Zm00001eb309970"	"purple"
"Zm00001eb321820"	"yellow"
"Zm00001eb359300"	"greenyellow"
"Zm00001eb362730"	"brown"
"Zm00001eb372710"	"turquoise"
"Zm00001eb393620"	"blue"
"Zm00001eb021290"	"turquoise"
"Zm00001eb088780"	"darkred"
"Zm00001eb096820"	"yellow"
"Zm00001eb105940"	"turquoise"
"Zm00001eb128090"	"green"
"Zm00001eb174070"	"turquoise"
"Zm00001eb183820"	"red"
"Zm00001eb333200"	"salmon"
"Zm00001eb344380"	"brown"
"Zm00001eb367700"	"lightcyan"
"Zm00001eb393690"	"grey60"
"Zm00001eb430260"	"blue"
"Zm00001eb021500"	"yellow"
"Zm00001eb032850"	"tan"
"Zm00001eb081880"	"cyan"
"Zm00001eb084130"	"lightgreen"
"Zm00001eb106310"	"greenyellow"
"Zm00001eb205840"	"black"
"Zm00001eb228250"	"black"
"Zm00001eb298820"	"red"
"Zm00001eb301810"	"brown"
"Zm00001eb357100"	"cyan"
"Zm00001eb359070"	"lightcyan"
"Zm00001eb049600"	"brown"
"Zm00001eb065650"	"lightcyan1"
"Zm00001eb098190"	"red"
"Zm00001eb102080"	"salmon"
"Zm00001eb114380"	"brown"
"Zm00001eb178860"	"blue"
"Zm00001eb384160"	"purple"
"Zm00001eb411990"	"brown"
"Zm00001eb085690"	"purple"
"Zm00001eb087080"	"greenyellow"
"Zm00001eb096730"	"turquoise"
"Zm00001eb146370"	"blue"
"Zm00001eb178050"	"red"
"Zm00001eb201070"	"brown"
"Zm00001eb202850"	"red"
"Zm00001eb207570"	"turquoise"
"Zm00001eb237060"	"greenyellow"
"Zm00001eb237950"	"black"
"Zm00001eb267730"	"darkorange"
"Zm00001eb280270"	"magenta"
"Zm00001eb323740"	"turquoise"
"Zm00001eb329720"	"darkturquoise"
"Zm00001eb331190"	"brown"
"Zm00001eb333090"	"turquoise"
"Zm00001eb358580"	"turquoise"
"Zm00001eb363920"	"green"
"Zm00001eb390020"	"tan"
"Zm00001eb396530"	"turquoise"
"Zm00001eb059500"	"lightgreen"
"Zm00001eb114390"	"palevioletred3"
"Zm00001eb187590"	"lightgreen"
"Zm00001eb296470"	"lightcyan"
"Zm00001eb329620"	"midnightblue"
"Zm00001eb355690"	"magenta"
"Zm00001eb381850"	"turquoise"
"Zm00001eb027140"	"brown"
"Zm00001eb071510"	"magenta"
"Zm00001eb077240"	"brown"
"Zm00001eb117320"	"turquoise"
"Zm00001eb163340"	"turquoise"
"Zm00001eb164280"	"yellow"
"Zm00001eb164350"	"cyan"
"Zm00001eb168590"	"cyan"
"Zm00001eb220680"	"greenyellow"
"Zm00001eb254960"	"blue"
"Zm00001eb263210"	"yellow"
"Zm00001eb278370"	"skyblue"
"Zm00001eb334680"	"brown"
"Zm00001eb347870"	"brown"
"Zm00001eb396910"	"brown"
"Zm00001eb423190"	"lightyellow"
"Zm00001eb429640"	"brown"
"Zm00001eb018440"	"brown"
"Zm00001eb019480"	"brown"
"Zm00001eb019700"	"mediumpurple3"
"Zm00001eb023310"	"salmon"
"Zm00001eb047250"	"turquoise"
"Zm00001eb106880"	"turquoise"
"Zm00001eb119580"	"brown"
"Zm00001eb201870"	"lightcyan"
"Zm00001eb212800"	"blue"
"Zm00001eb286280"	"grey60"
"Zm00001eb309940"	"darkgrey"
"Zm00001eb399530"	"yellow"
"Zm00001eb413470"	"green"
"Zm00001eb417740"	"brown"
"Zm00001eb151210"	"brown"
"Zm00001eb191780"	"midnightblue"
"Zm00001eb356440"	"darkorange2"
"Zm00001eb385350"	"brown"
"Zm00001eb386850"	"turquoise"
"Zm00001eb058270"	"plum1"
"Zm00001eb077580"	"purple"
"Zm00001eb210870"	"brown"
"Zm00001eb261370"	"yellow"
"Zm00001eb291960"	"blue"
"Zm00001eb323730"	"purple"
"Zm00001eb339990"	"pink"
"Zm00001eb408320"	"tan"
"Zm00001eb026550"	"salmon"
"Zm00001eb070810"	"turquoise"
"Zm00001eb114840"	"brown"
"Zm00001eb167000"	"turquoise"
"Zm00001eb174850"	"yellow"
"Zm00001eb185680"	"salmon"
"Zm00001eb199710"	"yellow"
"Zm00001eb263660"	"red"
"Zm00001eb270330"	"turquoise"
"Zm00001eb292020"	"turquoise"
"Zm00001eb296620"	"blue"
"Zm00001eb385840"	"white"
"Zm00001eb394820"	"black"
"Zm00001eb404930"	"saddlebrown"
"Zm00001eb424400"	"yellow"
"Zm00001eb034350"	"turquoise"
"Zm00001eb127280"	"pink"
"Zm00001eb237830"	"turquoise"
"Zm00001eb256630"	"brown"
"Zm00001eb268950"	"yellow"
"Zm00001eb298970"	"brown"
"Zm00001eb307310"	"brown"
"Zm00001eb311280"	"purple"
"Zm00001eb430240"	"green"
"Zm00001eb025630"	"black"
"Zm00001eb032790"	"paleturquoise"
"Zm00001eb036010"	"salmon"
"Zm00001eb047040"	"maroon"
"Zm00001eb070170"	"brown"
"Zm00001eb124010"	"lightgreen"
"Zm00001eb131240"	"black"
"Zm00001eb257550"	"blue"
"Zm00001eb274800"	"grey60"
"Zm00001eb315220"	"turquoise"
"Zm00001eb342650"	"midnightblue"
"Zm00001eb359970"	"steelblue"
"Zm00001eb420750"	"violet"
"Zm00001eb431900"	"brown"
"Zm00001eb089240"	"skyblue3"
"Zm00001eb125780"	"salmon4"
"Zm00001eb162470"	"brown"
"Zm00001eb172180"	"brown"
"Zm00001eb174180"	"greenyellow"
"Zm00001eb195810"	"brown"
"Zm00001eb208270"	"purple"
"Zm00001eb214020"	"yellowgreen"
"Zm00001eb214980"	"purple"
"Zm00001eb225050"	"turquoise"
"Zm00001eb235750"	"magenta"
"Zm00001eb371750"	"blue"
"Zm00001eb428550"	"yellowgreen"
"Zm00001eb432010"	"turquoise"
"Zm00001eb000540"	"green"
"Zm00001eb152480"	"cyan"
"Zm00001eb169150"	"brown4"
"Zm00001eb180320"	"green"
"Zm00001eb189220"	"tan"
"Zm00001eb260000"	"magenta"
"Zm00001eb262750"	"yellow"
"Zm00001eb271980"	"grey60"
"Zm00001eb285870"	"black"
"Zm00001eb326450"	"white"
"Zm00001eb372870"	"brown"
"Zm00001eb018420"	"brown"
"Zm00001eb065660"	"greenyellow"
"Zm00001eb127510"	"purple"
"Zm00001eb186010"	"paleturquoise"
"Zm00001eb190850"	"darkgreen"
"Zm00001eb202540"	"blue"
"Zm00001eb247570"	"lightcyan"
"Zm00001eb259920"	"turquoise"
"Zm00001eb270090"	"lightsteelblue1"
"Zm00001eb320960"	"blue"
"Zm00001eb366310"	"magenta"
"Zm00001eb414840"	"tan"
"Zm00001eb419680"	"salmon"
"Zm00001eb019970"	"turquoise"
"Zm00001eb081530"	"yellow"
"Zm00001eb099130"	"red"
"Zm00001eb119350"	"midnightblue"
"Zm00001eb145910"	"turquoise"
"Zm00001eb159690"	"green"
"Zm00001eb182950"	"yellow"
"Zm00001eb255470"	"magenta"
"Zm00001eb266070"	"yellow"
"Zm00001eb349990"	"blue"
"Zm00001eb383600"	"brown"
"Zm00001eb385420"	"turquoise"
"Zm00001eb032870"	"lightyellow"
"Zm00001eb035010"	"cyan"
"Zm00001eb045990"	"purple"
"Zm00001eb116380"	"cyan"
"Zm00001eb125890"	"purple"
"Zm00001eb150690"	"plum2"
"Zm00001eb160410"	"black"
"Zm00001eb164470"	"magenta"
"Zm00001eb182470"	"plum1"
"Zm00001eb221320"	"magenta"
"Zm00001eb226400"	"greenyellow"
"Zm00001eb258040"	"royalblue"
"Zm00001eb265730"	"turquoise"
"Zm00001eb303860"	"yellow"
"Zm00001eb320080"	"white"
"Zm00001eb324740"	"black"
"Zm00001eb388910"	"red"
"Zm00001eb399290"	"turquoise"
"Zm00001eb408030"	"turquoise"
"Zm00001eb011240"	"purple"
"Zm00001eb012820"	"grey60"
"Zm00001eb014540"	"blue"
"Zm00001eb022810"	"red"
"Zm00001eb047020"	"palevioletred3"
"Zm00001eb100320"	"black"
"Zm00001eb123070"	"tan"
"Zm00001eb123480"	"blue"
"Zm00001eb138780"	"turquoise"
"Zm00001eb146940"	"purple"
"Zm00001eb147860"	"brown"
"Zm00001eb151410"	"magenta"
"Zm00001eb154080"	"turquoise"
"Zm00001eb157100"	"brown"
"Zm00001eb214150"	"turquoise"
"Zm00001eb298840"	"purple"
"Zm00001eb314170"	"red"
"Zm00001eb322100"	"brown"
"Zm00001eb350950"	"brown"
"Zm00001eb355860"	"maroon"
"Zm00001eb394480"	"black"
"Zm00001eb054810"	"black"
"Zm00001eb060060"	"skyblue"
"Zm00001eb099900"	"turquoise"
"Zm00001eb105040"	"yellow"
"Zm00001eb114500"	"turquoise"
"Zm00001eb133030"	"turquoise"
"Zm00001eb147010"	"black"
"Zm00001eb234810"	"brown"
"Zm00001eb278880"	"turquoise"
"Zm00001eb317200"	"yellow"
"Zm00001eb344870"	"magenta"
"Zm00001eb373460"	"brown"
"Zm00001eb011870"	"brown"
"Zm00001eb022640"	"brown"
"Zm00001eb027890"	"steelblue"
"Zm00001eb084040"	"black"
"Zm00001eb105010"	"turquoise"
"Zm00001eb105950"	"darkslateblue"
"Zm00001eb110500"	"steelblue"
"Zm00001eb124150"	"black"
"Zm00001eb152130"	"blue"
"Zm00001eb173250"	"ivory"
"Zm00001eb199070"	"salmon"
"Zm00001eb271840"	"tan"
"Zm00001eb319120"	"brown"
"Zm00001eb342060"	"red"
"Zm00001eb349120"	"blue"
"Zm00001eb365850"	"black"
"Zm00001eb384020"	"saddlebrown"
"Zm00001eb387760"	"magenta"
"Zm00001eb400070"	"cyan"
"Zm00001eb007850"	"turquoise"
"Zm00001eb034480"	"red"
"Zm00001eb084240"	"black"
"Zm00001eb139290"	"red"
"Zm00001eb156390"	"turquoise"
"Zm00001eb183020"	"brown"
"Zm00001eb216750"	"darkslateblue"
"Zm00001eb259550"	"red"
"Zm00001eb266830"	"turquoise"
"Zm00001eb304950"	"turquoise"
"Zm00001eb314930"	"tan"
"Zm00001eb324890"	"turquoise"
"Zm00001eb348110"	"red"
"Zm00001eb348460"	"turquoise"
"Zm00001eb379540"	"turquoise"
"Zm00001eb429590"	"blue"
"Zm00001eb009950"	"royalblue"
"Zm00001eb018130"	"purple"
"Zm00001eb071230"	"black"
"Zm00001eb072920"	"black"
"Zm00001eb073590"	"pink"
"Zm00001eb102320"	"magenta"
"Zm00001eb111940"	"floralwhite"
"Zm00001eb168170"	"grey60"
"Zm00001eb225960"	"turquoise"
"Zm00001eb232440"	"brown4"
"Zm00001eb254820"	"violet"
"Zm00001eb267850"	"turquoise"
"Zm00001eb306240"	"grey60"
"Zm00001eb326890"	"blue"
"Zm00001eb329140"	"turquoise"
"Zm00001eb356310"	"cyan"
"Zm00001eb405330"	"black"
"Zm00001eb029260"	"salmon"
"Zm00001eb056740"	"brown"
"Zm00001eb060500"	"cyan"
"Zm00001eb102690"	"brown"
"Zm00001eb161470"	"cyan"
"Zm00001eb204060"	"darkmagenta"
"Zm00001eb220990"	"mediumpurple3"
"Zm00001eb253750"	"brown"
"Zm00001eb261500"	"red"
"Zm00001eb263550"	"purple"
"Zm00001eb312970"	"purple"
"Zm00001eb347820"	"turquoise"
"Zm00001eb365880"	"skyblue"
"Zm00001eb400260"	"brown"
"Zm00001eb021150"	"yellow"
"Zm00001eb041650"	"turquoise"
"Zm00001eb073500"	"turquoise"
"Zm00001eb118600"	"brown"
"Zm00001eb147640"	"turquoise"
"Zm00001eb170490"	"black"
"Zm00001eb255390"	"blue"
"Zm00001eb293470"	"lightyellow"
"Zm00001eb338090"	"sienna3"
"Zm00001eb348410"	"turquoise"
"Zm00001eb428610"	"greenyellow"
"Zm00001eb011890"	"purple"
"Zm00001eb019620"	"turquoise"
"Zm00001eb030360"	"turquoise"
"Zm00001eb044110"	"tan"
"Zm00001eb050860"	"brown"
"Zm00001eb069150"	"plum1"
"Zm00001eb071160"	"cyan"
"Zm00001eb072690"	"turquoise"
"Zm00001eb097340"	"purple"
"Zm00001eb099150"	"magenta"
"Zm00001eb104720"	"turquoise"
"Zm00001eb128790"	"turquoise"
"Zm00001eb150720"	"turquoise"
"Zm00001eb172560"	"yellowgreen"
"Zm00001eb233010"	"bisque4"
"Zm00001eb264750"	"turquoise"
"Zm00001eb276800"	"red"
"Zm00001eb311300"	"purple"
"Zm00001eb320660"	"darkorange"
"Zm00001eb426120"	"blue"
"Zm00001eb003330"	"turquoise"
"Zm00001eb046220"	"midnightblue"
"Zm00001eb048410"	"blue"
"Zm00001eb080270"	"purple"
"Zm00001eb110890"	"darkturquoise"
"Zm00001eb133440"	"red"
"Zm00001eb135430"	"red"
"Zm00001eb143970"	"brown"
"Zm00001eb194180"	"greenyellow"
"Zm00001eb242170"	"turquoise"
"Zm00001eb250630"	"brown"
"Zm00001eb258780"	"cyan"
"Zm00001eb312850"	"yellow"
"Zm00001eb396390"	"brown"
"Zm00001eb411240"	"blue"
"Zm00001eb424010"	"turquoise"
"Zm00001eb008420"	"turquoise"
"Zm00001eb023370"	"brown"
"Zm00001eb039490"	"cyan"
"Zm00001eb057780"	"blue"
"Zm00001eb088070"	"purple"
"Zm00001eb152170"	"purple"
"Zm00001eb199170"	"yellow"
"Zm00001eb230920"	"mediumpurple3"
"Zm00001eb236960"	"lightgreen"
"Zm00001eb260810"	"black"
"Zm00001eb306270"	"purple"
"Zm00001eb309390"	"yellow"
"Zm00001eb313780"	"blue"
"Zm00001eb330200"	"yellow"
"Zm00001eb340780"	"paleturquoise"
"Zm00001eb342000"	"turquoise"
"Zm00001eb360450"	"brown4"
"Zm00001eb375440"	"tan"
"Zm00001eb375570"	"turquoise"
"Zm00001eb379160"	"magenta"
"Zm00001eb380060"	"black"
"Zm00001eb390560"	"brown"
"Zm00001eb403500"	"blue"
"Zm00001eb431270"	"blue"
"Zm00001eb000390"	"yellow"
"Zm00001eb012160"	"orange"
"Zm00001eb022780"	"skyblue"
"Zm00001eb040120"	"plum1"
"Zm00001eb103650"	"turquoise"
"Zm00001eb120310"	"darkslateblue"
"Zm00001eb151610"	"purple"
"Zm00001eb156830"	"magenta"
"Zm00001eb161480"	"turquoise"
"Zm00001eb226310"	"red"
"Zm00001eb270770"	"lightcyan1"
"Zm00001eb290160"	"brown"
"Zm00001eb320160"	"turquoise"
"Zm00001eb325290"	"red"
"Zm00001eb367200"	"royalblue"
"Zm00001eb377140"	"blue"
"Zm00001eb383750"	"green"
"Zm00001eb399960"	"tan"
"Zm00001eb009840"	"blue"
"Zm00001eb050030"	"turquoise"
"Zm00001eb135350"	"blue"
"Zm00001eb136150"	"magenta"
"Zm00001eb213710"	"black"
"Zm00001eb234900"	"blue"
"Zm00001eb367030"	"brown"
"Zm00001eb407090"	"blue"
"Zm00001eb414710"	"royalblue"
"Zm00001eb417310"	"black"
"Zm00001eb006070"	"magenta"
"Zm00001eb032220"	"darkgreen"
"Zm00001eb049560"	"tan"
"Zm00001eb056120"	"plum1"
"Zm00001eb061540"	"grey60"
"Zm00001eb081100"	"yellow"
"Zm00001eb106070"	"pink"
"Zm00001eb111120"	"bisque4"
"Zm00001eb145860"	"purple"
"Zm00001eb171650"	"yellow"
"Zm00001eb222230"	"turquoise"
"Zm00001eb233900"	"green"
"Zm00001eb234950"	"brown"
"Zm00001eb327700"	"blue"
"Zm00001eb338620"	"purple"
"Zm00001eb362460"	"salmon"
"Zm00001eb381300"	"ivory"
"Zm00001eb384540"	"darkmagenta"
"Zm00001eb428650"	"royalblue"
"Zm00001eb009270"	"turquoise"
"Zm00001eb020450"	"grey60"
"Zm00001eb032070"	"brown"
"Zm00001eb048330"	"green"
"Zm00001eb064560"	"blue"
"Zm00001eb077410"	"royalblue"
"Zm00001eb080470"	"steelblue"
"Zm00001eb137930"	"grey60"
"Zm00001eb156290"	"tan"
"Zm00001eb189000"	"red"
"Zm00001eb238740"	"turquoise"
"Zm00001eb247150"	"paleturquoise"
"Zm00001eb253290"	"brown"
"Zm00001eb290490"	"turquoise"
"Zm00001eb347470"	"turquoise"
"Zm00001eb350000"	"red"
"Zm00001eb365120"	"blue"
"Zm00001eb419840"	"turquoise"
"Zm00001eb426460"	"red"
"Zm00001eb434350"	"blue"
"Zm00001eb023740"	"red"
"Zm00001eb086460"	"turquoise"
"Zm00001eb090760"	"grey"
"Zm00001eb128610"	"royalblue"
"Zm00001eb140780"	"turquoise"
"Zm00001eb150830"	"mediumpurple3"
"Zm00001eb228240"	"steelblue"
