ENSEMBL_GeneID	C_24_Tol	T_24_Tol
Zm00001eb083440	0	0
Zm00001eb088300	0	1
Zm00001eb089550	9	7
Zm00001eb090690	0	3
Zm00001eb092990	6	2
Zm00001eb095250	5	1
Zm00001eb096960	4	3
Zm00001eb099210	9	2
Zm00001eb101540	1	6
Zm00001eb102870	9	1
Zm00001eb115950	5	2
Zm00001eb117960	0	8
Zm00001eb126300	0	1
Zm00001eb126470	10	0
Zm00001eb132210	2	8
Zm00001eb136320	11	3
Zm00001eb142700	3	5
Zm00001eb146110	7	5
Zm00001eb147160	6	7
Zm00001eb153120	8	1
Zm00001eb164060	2	7
Zm00001eb174140	4	1
Zm00001eb174700	0	2
Zm00001eb177610	7	1
Zm00001eb181020	1	6
Zm00001eb185900	3	5
Zm00001eb201380	0	1
Zm00001eb205850	6	3
Zm00001eb220290	5	0
Zm00001eb226140	5	0
Zm00001eb227590	12	2
Zm00001eb234760	0	0
Zm00001eb242210	8	1
Zm00001eb243620	7	2
Zm00001eb246030	4	0
Zm00001eb259850	7	1
Zm00001eb262440	0	3
Zm00001eb268230	4	3
Zm00001eb271020	5	2
Zm00001eb273780	1	0
Zm00001eb276790	0	4
Zm00001eb278820	4	7
Zm00001eb283210	0	0
Zm00001eb288980	6	0
Zm00001eb289840	5	2
Zm00001eb295540	4	2
Zm00001eb300430	0	0
Zm00001eb306150	1	0
Zm00001eb306500	0	0
Zm00001eb310040	1	5
Zm00001eb314650	0	0
Zm00001eb315590	3	4
Zm00001eb316810	2	4
Zm00001eb328620	6	0
Zm00001eb330670	2	4
Zm00001eb330860	6	3
Zm00001eb332280	4	2
Zm00001eb333420	0	0
Zm00001eb340930	0	0
Zm00001eb347970	5	10
Zm00001eb358020	0	3
Zm00001eb365230	0	0
Zm00001eb372020	2	4
Zm00001eb375310	5	1
Zm00001eb380050	10	6
Zm00001eb384830	6	3
Zm00001eb385510	0	0
Zm00001eb390780	9	5
Zm00001eb402690	2	0
Zm00001eb414420	7	2
Zm00001eb418500	0	0
Zm00001eb421390	0	3
Zm00001eb422240	0	0
Zm00001eb424150	8	0
Zm00001eb002210	2	2
Zm00001eb005290	1	0
Zm00001eb006290	5	1
Zm00001eb013310	1	0
Zm00001eb014680	0	1
Zm00001eb026450	3	1
Zm00001eb027300	3	2
Zm00001eb027400	4	3
Zm00001eb030810	10	0
Zm00001eb034590	4	4
Zm00001eb042560	0	0
Zm00001eb063070	5	5
Zm00001eb063540	0	0
Zm00001eb076720	0	0
Zm00001eb080380	4	4
Zm00001eb080720	0	0
Zm00001eb081710	2	3
Zm00001eb083360	0	0
Zm00001eb083710	1	2
Zm00001eb084250	0	7
Zm00001eb091840	0	0
Zm00001eb093940	0	0
Zm00001eb097540	0	1
Zm00001eb109740	0	1
Zm00001eb123290	0	0
Zm00001eb138170	0	0
Zm00001eb138620	0	0
Zm00001eb147150	0	0
Zm00001eb148810	2	0
Zm00001eb153740	9	0
Zm00001eb161250	4	0
Zm00001eb163040	2	0
Zm00001eb166970	7	0
Zm00001eb177620	0	3
Zm00001eb181210	5	2
Zm00001eb197460	4	4
Zm00001eb198060	2	0
Zm00001eb201300	1	0
Zm00001eb212490	1	2
Zm00001eb223150	4	0
Zm00001eb226630	3	2
Zm00001eb234800	0	0
Zm00001eb235660	1	5
Zm00001eb237590	7	2
Zm00001eb238260	2	4
Zm00001eb241340	0	0
Zm00001eb249090	3	2
Zm00001eb252310	6	0
Zm00001eb265750	0	0
Zm00001eb265940	2	3
Zm00001eb278840	5	0
Zm00001eb280260	1	0
Zm00001eb280940	9	6
Zm00001eb282370	4	5
Zm00001eb285860	11	5
Zm00001eb299680	9	0
Zm00001eb300140	3	0
Zm00001eb300810	0	0
Zm00001eb308960	3	13
Zm00001eb315170	5	0
Zm00001eb316280	2	0
Zm00001eb317600	0	0
Zm00001eb318050	1	4
Zm00001eb318690	2	0
Zm00001eb327660	5	4
Zm00001eb336640	0	0
Zm00001eb338950	9	1
Zm00001eb339140	3	7
Zm00001eb342100	3	3
Zm00001eb345990	0	3
Zm00001eb348210	5	2
Zm00001eb349100	8	2
Zm00001eb351130	0	0
Zm00001eb360050	0	0
Zm00001eb364030	3	1
Zm00001eb372030	0	7
Zm00001eb373540	0	2
Zm00001eb377520	3	0
Zm00001eb381430	0	0
Zm00001eb381690	4	3
Zm00001eb382640	3	9
Zm00001eb385010	10	3
Zm00001eb386580	1	2
Zm00001eb398090	5	1
Zm00001eb398790	1	3
Zm00001eb403850	0	0
Zm00001eb411590	6	3
Zm00001eb416600	2	4
Zm00001eb416930	2	9
Zm00001eb420000	7	1
Zm00001eb420020	1	5
Zm00001eb421760	1	5
Zm00001eb425280	3	1
Zm00001eb434260	3	0
Zm00001eb005480	3	4
Zm00001eb008210	0	0
Zm00001eb010750	0	1
Zm00001eb011180	3	1
Zm00001eb013320	4	3
Zm00001eb024010	4	0
Zm00001eb025610	2	1
Zm00001eb028880	0	0
Zm00001eb029880	10	0
Zm00001eb034170	9	0
Zm00001eb046450	0	0
Zm00001eb047640	4	3
Zm00001eb053820	9	4
Zm00001eb054570	0	0
Zm00001eb058990	2	1
Zm00001eb059020	0	0
Zm00001eb059570	2	0
Zm00001eb066410	1	9
Zm00001eb074090	1	0
Zm00001eb078920	5	2
Zm00001eb086120	5	3
Zm00001eb086130	7	0
Zm00001eb087730	3	0
Zm00001eb095010	1	4
Zm00001eb095450	2	0
Zm00001eb095910	7	7
Zm00001eb097720	3	2
Zm00001eb101800	2	9
Zm00001eb102660	6	0
Zm00001eb108540	2	1
Zm00001eb112570	1	1
Zm00001eb112870	2	3
Zm00001eb118720	1	0
Zm00001eb130400	0	0
Zm00001eb132630	0	1
Zm00001eb136680	6	2
Zm00001eb144460	2	3
Zm00001eb148340	1	0
Zm00001eb151980	0	0
Zm00001eb154400	3	0
Zm00001eb154980	1	5
Zm00001eb161670	2	1
Zm00001eb167050	2	0
Zm00001eb171540	0	0
Zm00001eb173140	6	0
Zm00001eb177140	4	4
Zm00001eb185840	2	3
Zm00001eb190730	0	0
Zm00001eb193980	4	7
Zm00001eb205280	5	6
Zm00001eb214740	7	2
Zm00001eb215240	7	0
Zm00001eb239900	0	3
Zm00001eb245440	6	3
Zm00001eb245990	3	0
Zm00001eb252730	5	0
Zm00001eb260250	2	4
Zm00001eb265950	4	2
Zm00001eb270870	2	6
Zm00001eb276960	6	0
Zm00001eb289120	5	1
Zm00001eb292240	2	6
Zm00001eb295560	0	6
Zm00001eb312880	1	1
Zm00001eb317000	4	6
Zm00001eb317900	0	0
Zm00001eb319440	3	7
Zm00001eb320880	7	0
Zm00001eb322590	2	0
Zm00001eb323980	1	1
Zm00001eb329640	2	3
Zm00001eb334580	0	0
Zm00001eb336910	0	2
Zm00001eb344100	2	0
Zm00001eb345180	7	2
Zm00001eb345920	4	8
Zm00001eb346430	0	0
Zm00001eb346970	0	0
Zm00001eb351770	6	5
Zm00001eb354500	1	1
Zm00001eb357690	4	1
Zm00001eb358010	3	2
Zm00001eb358650	0	1
Zm00001eb362990	0	0
Zm00001eb365150	5	2
Zm00001eb371560	0	2
Zm00001eb372300	1	0
Zm00001eb377680	8	0
Zm00001eb378660	7	0
Zm00001eb380030	8	4
Zm00001eb380100	0	0
Zm00001eb380560	0	0
Zm00001eb383530	8	3
Zm00001eb391190	0	2
Zm00001eb408160	1	0
Zm00001eb414240	3	6
Zm00001eb414250	1	2
Zm00001eb416200	1	2
Zm00001eb417430	11	2
Zm00001eb423030	12	1
Zm00001eb428630	3	2
Zm00001eb429630	2	3
Zm00001eb432140	4	1
Zm00001eb006640	4	0
Zm00001eb008970	2	3
Zm00001eb013670	0	2
Zm00001eb016630	8	1
Zm00001eb017500	7	0
Zm00001eb019170	14	2
Zm00001eb022060	1	0
Zm00001eb024790	4	2
Zm00001eb026080	2	1
Zm00001eb027310	1	2
Zm00001eb027700	0	6
Zm00001eb031140	3	5
Zm00001eb031860	4	1
Zm00001eb032650	0	0
Zm00001eb038140	7	3
Zm00001eb038500	6	3
Zm00001eb043040	0	4
Zm00001eb047590	0	0
Zm00001eb049180	0	0
Zm00001eb057220	0	0
Zm00001eb058250	3	6
Zm00001eb058500	4	4
Zm00001eb067310	0	0
Zm00001eb068840	6	1
Zm00001eb070580	6	1
Zm00001eb072830	1	0
Zm00001eb077000	4	2
Zm00001eb077500	0	0
Zm00001eb078770	3	1
Zm00001eb079450	5	0
Zm00001eb084840	2	1
Zm00001eb085070	2	0
Zm00001eb085800	4	2
Zm00001eb089100	0	0
Zm00001eb104000	4	2
Zm00001eb111700	0	0
Zm00001eb111930	0	2
Zm00001eb113180	1	1
Zm00001eb115450	0	5
Zm00001eb123490	2	0
Zm00001eb133400	5	3
Zm00001eb136640	0	6
Zm00001eb141690	2	2
Zm00001eb148840	0	0
Zm00001eb149160	8	0
Zm00001eb153680	5	0
Zm00001eb158310	3	0
Zm00001eb158600	3	2
Zm00001eb160290	5	3
Zm00001eb160970	9	1
Zm00001eb161430	5	1
Zm00001eb162340	5	4
Zm00001eb189680	5	2
Zm00001eb199310	2	0
Zm00001eb200220	0	0
Zm00001eb200660	9	0
Zm00001eb201960	7	0
Zm00001eb203900	5	4
Zm00001eb208670	0	17
Zm00001eb209690	1	0
Zm00001eb209810	1	0
Zm00001eb220070	4	1
Zm00001eb225400	0	2
Zm00001eb225460	2	0
Zm00001eb228510	3	0
Zm00001eb236580	0	0
Zm00001eb259710	3	1
Zm00001eb267740	2	2
Zm00001eb271430	0	0
Zm00001eb271670	3	0
Zm00001eb280950	1	5
Zm00001eb282910	6	0
Zm00001eb285160	3	1
Zm00001eb290830	4	3
Zm00001eb292140	0	1
Zm00001eb294660	4	3
Zm00001eb297790	0	0
Zm00001eb299440	0	3
Zm00001eb301110	2	2
Zm00001eb302510	0	0
Zm00001eb304230	0	5
Zm00001eb305650	0	0
Zm00001eb309860	3	0
Zm00001eb317610	4	2
Zm00001eb321490	2	2
Zm00001eb322490	8	1
Zm00001eb322930	6	7
Zm00001eb330310	7	2
Zm00001eb335240	2	5
Zm00001eb337090	2	1
Zm00001eb337920	2	1
Zm00001eb339610	3	3
Zm00001eb341480	0	0
Zm00001eb355340	1	4
Zm00001eb359000	9	0
Zm00001eb362910	3	7
Zm00001eb365930	5	2
Zm00001eb369270	1	4
Zm00001eb372360	3	0
Zm00001eb376470	1	0
Zm00001eb405980	0	0
Zm00001eb407160	6	1
Zm00001eb409110	0	0
Zm00001eb416620	0	1
Zm00001eb417040	0	0
Zm00001eb417720	2	0
Zm00001eb421040	1	0
Zm00001eb421490	0	7
Zm00001eb421710	3	0
Zm00001eb422880	2	10
Zm00001eb424910	4	0
Zm00001eb428090	0	0
Zm00001eb428310	4	4
Zm00001eb007110	0	0
Zm00001eb014700	0	0
Zm00001eb017020	0	3
Zm00001eb021370	2	1
Zm00001eb032050	7	2
Zm00001eb041870	0	8
Zm00001eb049060	1	0
Zm00001eb055340	1	2
Zm00001eb056640	4	2
Zm00001eb059680	3	0
Zm00001eb072630	6	1
Zm00001eb074290	0	3
Zm00001eb075600	0	0
Zm00001eb076480	0	1
Zm00001eb080580	6	3
Zm00001eb083040	0	2
Zm00001eb085600	2	5
Zm00001eb087340	0	0
Zm00001eb087420	0	0
Zm00001eb087780	6	0
Zm00001eb092910	12	0
Zm00001eb094810	0	1
Zm00001eb098780	0	0
Zm00001eb108910	7	0
Zm00001eb111190	6	6
Zm00001eb116000	0	10
Zm00001eb117360	2	1
Zm00001eb117490	0	0
Zm00001eb120010	1	7
Zm00001eb128550	1	1
Zm00001eb130290	0	0
Zm00001eb130870	4	1
Zm00001eb131110	0	0
Zm00001eb140130	8	0
Zm00001eb141030	0	0
Zm00001eb141520	4	3
Zm00001eb142160	3	2
Zm00001eb144690	3	3
Zm00001eb145020	0	0
Zm00001eb152390	6	2
Zm00001eb156620	1	2
Zm00001eb161210	0	1
Zm00001eb163760	4	1
Zm00001eb163840	0	2
Zm00001eb165840	0	1
Zm00001eb165930	1	0
Zm00001eb170210	1	4
Zm00001eb171150	1	8
Zm00001eb172190	2	4
Zm00001eb176690	6	0
Zm00001eb180090	2	0
Zm00001eb185460	10	0
Zm00001eb187680	2	2
Zm00001eb204790	1	2
Zm00001eb210190	5	0
Zm00001eb223380	3	0
Zm00001eb238280	0	0
Zm00001eb240680	2	0
Zm00001eb247470	7	2
Zm00001eb248410	4	1
Zm00001eb253020	0	3
Zm00001eb253170	0	0
Zm00001eb257370	4	1
Zm00001eb263580	0	8
Zm00001eb264490	1	0
Zm00001eb266540	2	6
Zm00001eb267550	0	7
Zm00001eb270310	4	2
Zm00001eb273970	4	0
Zm00001eb274000	2	0
Zm00001eb277440	0	0
Zm00001eb298140	5	2
Zm00001eb299610	5	0
Zm00001eb300220	4	0
Zm00001eb302250	0	0
Zm00001eb304660	3	0
Zm00001eb306770	3	2
Zm00001eb307030	0	0
Zm00001eb310580	3	2
Zm00001eb320170	1	0
Zm00001eb321290	3	3
Zm00001eb323660	4	4
Zm00001eb330140	5	1
Zm00001eb332620	3	2
Zm00001eb334880	1	2
Zm00001eb336560	0	0
Zm00001eb337370	4	3
Zm00001eb338140	2	0
Zm00001eb339790	6	0
Zm00001eb346990	0	1
Zm00001eb348160	0	0
Zm00001eb349620	10	3
Zm00001eb351860	0	0
Zm00001eb369420	7	2
Zm00001eb380920	3	2
Zm00001eb384570	5	0
Zm00001eb386130	15	0
Zm00001eb388600	6	0
Zm00001eb394420	6	2
Zm00001eb401880	4	1
Zm00001eb404690	5	1
Zm00001eb409410	5	1
Zm00001eb413400	3	1
Zm00001eb414910	4	2
Zm00001eb415310	3	0
Zm00001eb421050	3	3
Zm00001eb424790	0	2
Zm00001eb429660	2	0
Zm00001eb002880	1	1
Zm00001eb003800	0	0
Zm00001eb010010	1	0
Zm00001eb011190	0	0
Zm00001eb014840	4	3
Zm00001eb019660	0	0
Zm00001eb022190	6	0
Zm00001eb024780	0	0
Zm00001eb026310	2	0
Zm00001eb027250	0	1
Zm00001eb033540	1	0
Zm00001eb041320	2	0
Zm00001eb041330	0	0
Zm00001eb051790	5	0
Zm00001eb061680	0	0
Zm00001eb064200	1	5
Zm00001eb066720	2	3
Zm00001eb067850	5	3
Zm00001eb067870	0	5
Zm00001eb069690	4	1
Zm00001eb072260	10	0
Zm00001eb075110	6	3
Zm00001eb079920	0	0
Zm00001eb082940	0	2
Zm00001eb084330	0	0
Zm00001eb086260	0	0
Zm00001eb089730	1	0
Zm00001eb093360	8	1
Zm00001eb094190	3	0
Zm00001eb116710	1	3
Zm00001eb117290	6	0
Zm00001eb118500	3	2
Zm00001eb135100	2	1
Zm00001eb157360	6	5
Zm00001eb158880	1	10
Zm00001eb165220	3	3
Zm00001eb165560	3	1
Zm00001eb171640	1	2
Zm00001eb177780	1	5
Zm00001eb181750	1	0
Zm00001eb185500	6	5
Zm00001eb205170	1	1
Zm00001eb206530	0	0
Zm00001eb209930	0	0
Zm00001eb212100	0	2
Zm00001eb215720	0	0
Zm00001eb216560	1	0
Zm00001eb217250	0	0
Zm00001eb226300	0	3
Zm00001eb226510	4	7
Zm00001eb227880	0	0
Zm00001eb229840	1	1
Zm00001eb235250	0	4
Zm00001eb237220	10	1
Zm00001eb238100	0	0
Zm00001eb240750	3	0
Zm00001eb242620	2	4
Zm00001eb243520	3	1
Zm00001eb243780	0	5
Zm00001eb245540	2	0
Zm00001eb251120	0	0
Zm00001eb254550	0	0
Zm00001eb258920	2	1
Zm00001eb261490	0	2
Zm00001eb262720	4	4
Zm00001eb262950	3	0
Zm00001eb268300	7	1
Zm00001eb272380	0	0
Zm00001eb275790	2	0
Zm00001eb276900	7	1
Zm00001eb278950	1	0
Zm00001eb284900	0	0
Zm00001eb285820	9	1
Zm00001eb290810	2	2
Zm00001eb304480	4	5
Zm00001eb306050	2	2
Zm00001eb311140	0	0
Zm00001eb314410	3	0
Zm00001eb315190	4	0
Zm00001eb316460	1	3
Zm00001eb316480	3	1
Zm00001eb323850	4	2
Zm00001eb326570	0	0
Zm00001eb332110	4	0
Zm00001eb340600	1	8
Zm00001eb343380	0	0
Zm00001eb350530	1	0
Zm00001eb352160	0	0
Zm00001eb360280	4	2
Zm00001eb362950	0	0
Zm00001eb366340	6	0
Zm00001eb376500	1	5
Zm00001eb380610	2	1
Zm00001eb383370	6	1
Zm00001eb391940	5	4
Zm00001eb391970	8	2
Zm00001eb396110	1	0
Zm00001eb406020	6	2
Zm00001eb415980	5	0
Zm00001eb416610	1	4
Zm00001eb417320	0	0
Zm00001eb420480	0	0
Zm00001eb423790	5	0
Zm00001eb426540	2	4
Zm00001eb432510	2	1
Zm00001eb433380	1	2
Zm00001eb000830	0	0
Zm00001eb001420	3	3
Zm00001eb002860	2	3
Zm00001eb012400	10	2
Zm00001eb015610	1	4
Zm00001eb019000	5	0
Zm00001eb019040	0	3
Zm00001eb019450	2	5
Zm00001eb020270	1	0
Zm00001eb024350	0	0
Zm00001eb028240	5	3
Zm00001eb030910	0	0
Zm00001eb046150	0	0
Zm00001eb046320	0	0
Zm00001eb053130	0	0
Zm00001eb061090	0	0
Zm00001eb062650	0	0
Zm00001eb072410	5	2
Zm00001eb074790	0	0
Zm00001eb077360	3	0
Zm00001eb080620	3	2
Zm00001eb082780	0	0
Zm00001eb086410	0	0
Zm00001eb096390	0	1
Zm00001eb098480	1	0
Zm00001eb099290	2	3
Zm00001eb100540	2	0
Zm00001eb102670	13	0
Zm00001eb108110	0	0
Zm00001eb109720	3	0
Zm00001eb112340	4	1
Zm00001eb112980	1	2
Zm00001eb116170	0	0
Zm00001eb118480	5	3
Zm00001eb127360	1	1
Zm00001eb128700	0	0
Zm00001eb133940	1	6
Zm00001eb135620	0	0
Zm00001eb142020	0	2
Zm00001eb147540	0	8
Zm00001eb151390	5	3
Zm00001eb156890	4	0
Zm00001eb167040	1	1
Zm00001eb174430	3	3
Zm00001eb175420	0	0
Zm00001eb178160	0	3
Zm00001eb179790	4	0
Zm00001eb181200	0	7
Zm00001eb181220	5	0
Zm00001eb183720	0	0
Zm00001eb184720	2	6
Zm00001eb195400	1	0
Zm00001eb202500	0	0
Zm00001eb211060	3	1
Zm00001eb213070	3	6
Zm00001eb221450	4	1
Zm00001eb222090	2	1
Zm00001eb224980	6	0
Zm00001eb231300	0	5
Zm00001eb231890	1	4
Zm00001eb232380	0	0
Zm00001eb234110	0	2
Zm00001eb236040	0	7
Zm00001eb239160	6	0
Zm00001eb239260	3	1
Zm00001eb240500	0	0
Zm00001eb248380	3	1
Zm00001eb253300	3	1
Zm00001eb257830	5	1
Zm00001eb258080	0	7
Zm00001eb261000	0	0
Zm00001eb267660	0	0
Zm00001eb272530	2	1
Zm00001eb293440	1	1
Zm00001eb293730	0	1
Zm00001eb299110	4	4
Zm00001eb300790	0	2
Zm00001eb304440	9	0
Zm00001eb308570	7	2
Zm00001eb310610	2	3
Zm00001eb313420	2	1
Zm00001eb314870	0	1
Zm00001eb318850	2	2
Zm00001eb323010	4	5
Zm00001eb324820	0	0
Zm00001eb326270	0	0
Zm00001eb336320	1	6
Zm00001eb337430	6	1
Zm00001eb338120	4	2
Zm00001eb339640	2	2
Zm00001eb341760	0	0
Zm00001eb347440	8	1
Zm00001eb354980	0	0
Zm00001eb355560	7	4
Zm00001eb355640	3	2
Zm00001eb356250	0	0
Zm00001eb358480	7	2
Zm00001eb358590	0	4
Zm00001eb363770	2	4
Zm00001eb366570	2	3
Zm00001eb368450	0	0
Zm00001eb369410	5	5
Zm00001eb370900	0	0
Zm00001eb373770	6	4
Zm00001eb374070	0	0
Zm00001eb374310	3	1
Zm00001eb374930	1	2
Zm00001eb376300	2	1
Zm00001eb381730	0	2
Zm00001eb381800	0	8
Zm00001eb384930	8	3
Zm00001eb385200	1	0
Zm00001eb386890	0	1
Zm00001eb388090	0	0
Zm00001eb388740	0	0
Zm00001eb390390	1	2
Zm00001eb393520	2	4
Zm00001eb397230	1	0
Zm00001eb399810	0	1
Zm00001eb403810	3	1
Zm00001eb406280	0	0
Zm00001eb407960	7	3
Zm00001eb418700	0	3
Zm00001eb421270	0	0
Zm00001eb421280	1	0
Zm00001eb425670	1	0
Zm00001eb427380	1	3
Zm00001eb431550	1	1
Zm00001eb432220	1	0
Zm00001eb434020	0	0
Zm00001eb002700	4	3
Zm00001eb003150	1	1
Zm00001eb011410	0	7
Zm00001eb015780	0	2
Zm00001eb024580	1	3
Zm00001eb034190	0	0
Zm00001eb036200	2	3
Zm00001eb037880	7	3
Zm00001eb047690	0	0
Zm00001eb047910	0	3
Zm00001eb048260	1	0
Zm00001eb048790	0	0
Zm00001eb049550	1	1
Zm00001eb054360	3	2
Zm00001eb055060	0	0
Zm00001eb055500	1	1
Zm00001eb069870	0	0
Zm00001eb087620	2	2
Zm00001eb087840	0	0
Zm00001eb092190	0	0
Zm00001eb092490	0	0
Zm00001eb095120	1	3
Zm00001eb098200	2	5
Zm00001eb099880	8	0
Zm00001eb101060	0	0
Zm00001eb108340	0	1
Zm00001eb109410	1	11
Zm00001eb111030	1	5
Zm00001eb111470	0	1
Zm00001eb114440	0	1
Zm00001eb116040	1	4
Zm00001eb117940	3	3
Zm00001eb119860	4	6
Zm00001eb120580	6	1
Zm00001eb121020	0	0
Zm00001eb123750	2	0
Zm00001eb124860	7	1
Zm00001eb126590	8	2
Zm00001eb129940	1	1
Zm00001eb131960	4	0
Zm00001eb145010	0	2
Zm00001eb145110	4	0
Zm00001eb148170	2	1
Zm00001eb148870	0	0
Zm00001eb151260	3	2
Zm00001eb152330	6	3
Zm00001eb161840	3	0
Zm00001eb164550	1	2
Zm00001eb169430	4	2
Zm00001eb171430	0	0
Zm00001eb173090	0	5
Zm00001eb176780	0	1
Zm00001eb189540	2	0
Zm00001eb194400	2	0
Zm00001eb199420	1	2
Zm00001eb204660	4	1
Zm00001eb204800	0	0
Zm00001eb213360	4	0
Zm00001eb215250	0	1
Zm00001eb223340	0	1
Zm00001eb228390	4	0
Zm00001eb231870	0	1
Zm00001eb234250	3	1
Zm00001eb235570	0	0
Zm00001eb237080	1	4
Zm00001eb239320	3	4
Zm00001eb247880	0	1
Zm00001eb249610	3	4
Zm00001eb250460	0	0
Zm00001eb257220	0	0
Zm00001eb258160	0	0
Zm00001eb259930	0	1
Zm00001eb261470	3	3
Zm00001eb271260	3	0
Zm00001eb274160	3	0
Zm00001eb276320	6	1
Zm00001eb277310	0	2
Zm00001eb284580	2	1
Zm00001eb287560	3	2
Zm00001eb292640	2	0
Zm00001eb294320	2	0
Zm00001eb296020	2	0
Zm00001eb301940	0	0
Zm00001eb304900	0	0
Zm00001eb307800	0	0
Zm00001eb315890	0	0
Zm00001eb316090	0	0
Zm00001eb317870	6	0
Zm00001eb319040	1	1
Zm00001eb326380	6	3
Zm00001eb336520	0	12
Zm00001eb337820	2	2
Zm00001eb341990	1	0
Zm00001eb344510	0	0
Zm00001eb345650	0	2
Zm00001eb346240	0	0
Zm00001eb346530	1	0
Zm00001eb347930	1	0
Zm00001eb352050	5	1
Zm00001eb359490	0	0
Zm00001eb362120	1	0
Zm00001eb366680	0	5
Zm00001eb371910	7	0
Zm00001eb373830	0	0
Zm00001eb379180	5	0
Zm00001eb379220	5	1
Zm00001eb380800	1	3
Zm00001eb385740	0	0
Zm00001eb394810	6	2
Zm00001eb402370	8	0
Zm00001eb403770	1	0
Zm00001eb406430	1	2
Zm00001eb406670	1	4
Zm00001eb408190	0	0
Zm00001eb415300	2	0
Zm00001eb417800	8	1
Zm00001eb429990	0	0
Zm00001eb433280	2	1
Zm00001eb002290	5	0
Zm00001eb011350	1	2
Zm00001eb016480	0	5
Zm00001eb018060	1	2
Zm00001eb027030	2	0
Zm00001eb028350	7	2
Zm00001eb034420	3	1
Zm00001eb035140	0	0
Zm00001eb036680	3	0
Zm00001eb037870	0	4
Zm00001eb039130	3	1
Zm00001eb039190	4	0
Zm00001eb040600	2	3
Zm00001eb043880	4	0
Zm00001eb045470	3	1
Zm00001eb050770	0	0
Zm00001eb051330	4	0
Zm00001eb054610	0	3
Zm00001eb054850	2	0
Zm00001eb055580	0	0
Zm00001eb058620	0	0
Zm00001eb077260	4	0
Zm00001eb078690	0	6
Zm00001eb081180	2	2
Zm00001eb083900	6	0
Zm00001eb086490	1	4
Zm00001eb087410	0	0
Zm00001eb087430	1	0
Zm00001eb090650	2	4
Zm00001eb093690	0	4
Zm00001eb094980	3	2
Zm00001eb095900	1	1
Zm00001eb102100	0	10
Zm00001eb102270	2	2
Zm00001eb102680	10	0
Zm00001eb105570	2	0
Zm00001eb108210	3	3
Zm00001eb109070	0	0
Zm00001eb109170	2	3
Zm00001eb110660	3	0
Zm00001eb112490	0	0
Zm00001eb112940	0	0
Zm00001eb117950	1	3
Zm00001eb122150	0	4
Zm00001eb124890	1	1
Zm00001eb127520	0	1
Zm00001eb131340	0	0
Zm00001eb132930	1	0
Zm00001eb137770	3	2
Zm00001eb140200	0	0
Zm00001eb141510	1	1
Zm00001eb149360	4	1
Zm00001eb151740	7	3
Zm00001eb153820	0	0
Zm00001eb155690	2	0
Zm00001eb161070	1	2
Zm00001eb164730	4	0
Zm00001eb165510	2	0
Zm00001eb170430	4	4
Zm00001eb178450	0	5
Zm00001eb180370	3	1
Zm00001eb180660	1	0
Zm00001eb182930	1	1
Zm00001eb186270	0	0
Zm00001eb187380	1	0
Zm00001eb188210	0	0
Zm00001eb191760	5	1
Zm00001eb193080	3	0
Zm00001eb202680	3	0
Zm00001eb203410	0	0
Zm00001eb203430	7	4
Zm00001eb203710	0	0
Zm00001eb207680	0	3
Zm00001eb209290	2	0
Zm00001eb210640	4	1
Zm00001eb213850	1	4
Zm00001eb215050	2	0
Zm00001eb226200	2	0
Zm00001eb227000	0	0
Zm00001eb229370	0	0
Zm00001eb231000	2	4
Zm00001eb231350	1	0
Zm00001eb233670	2	0
Zm00001eb234420	0	2
Zm00001eb235300	4	0
Zm00001eb245050	0	0
Zm00001eb245570	0	0
Zm00001eb246310	6	1
Zm00001eb247550	0	0
Zm00001eb247750	3	0
Zm00001eb248820	0	0
Zm00001eb255740	1	0
Zm00001eb261040	12	0
Zm00001eb261250	11	1
Zm00001eb261450	2	4
Zm00001eb261590	0	1
Zm00001eb262730	3	0
Zm00001eb263300	2	1
Zm00001eb268170	5	2
Zm00001eb269540	1	5
Zm00001eb272610	0	2
Zm00001eb275840	3	1
Zm00001eb277570	1	3
Zm00001eb281380	0	0
Zm00001eb285050	2	1
Zm00001eb306600	2	0
Zm00001eb307810	1	2
Zm00001eb311640	4	0
Zm00001eb315960	1	0
Zm00001eb317700	5	0
Zm00001eb319370	0	4
Zm00001eb326110	2	0
Zm00001eb329300	2	2
Zm00001eb333610	0	0
Zm00001eb336570	0	0
Zm00001eb339770	0	0
Zm00001eb340610	1	4
Zm00001eb341330	6	4
Zm00001eb342380	4	0
Zm00001eb342560	5	3
Zm00001eb346640	11	1
Zm00001eb352690	0	0
Zm00001eb356400	0	0
Zm00001eb358360	2	0
Zm00001eb359890	4	0
Zm00001eb361110	2	0
Zm00001eb361270	0	0
Zm00001eb365620	0	0
Zm00001eb365650	0	0
Zm00001eb368200	0	0
Zm00001eb370400	0	3
Zm00001eb371550	0	0
Zm00001eb372520	1	1
Zm00001eb372730	0	0
Zm00001eb373230	0	0
Zm00001eb374970	0	0
Zm00001eb380350	2	1
Zm00001eb384060	0	1
Zm00001eb388630	7	0
Zm00001eb389110	0	3
Zm00001eb391220	0	0
Zm00001eb397120	1	1
Zm00001eb400690	0	2
Zm00001eb402280	1	2
Zm00001eb405100	1	0
Zm00001eb409640	3	5
Zm00001eb416700	1	1
Zm00001eb423130	0	0
Zm00001eb428640	1	0
Zm00001eb000110	7	4
Zm00001eb000760	2	3
